Name,importance
for,0.011289364658296108
foreigners,0.0029708852525800467
fought,0.0005941770505160093
found,0.0029708852525800467
fourth,0.0011883541010320187
francis,0.0005941770505160093
freedom,0.0005941770505160093
french,0.0005941770505160093
friday,0.001782531151548028
friend,0.0005941770505160093
from,0.003565062303096056
fuel,0.0005941770505160093
fund,0.0005941770505160093
future,0.0005941770505160093
gaddafi,0.001782531151548028
gang,0.0011883541010320187
gas,0.0005941770505160093
gatherings,0.0011883541010320187
gaza,0.004159239586442709
general,0.0005941770505160093
georgia,0.004753416404128075
german,0.0005941770505160093
gilad,0.0011883541010320187
give,0.0005941770505160093
given,0.001782531151548028
giving,0.0005941770505160093
global,0.0023767082020640373
gone,0.0005941770505160093
good,0.003565062303096056
government,0.0011883541010320187
great,0.0005941770505160093
greece,0.0005941770505160093
green,0.0005941770505160093
grim,0.0005941770505160093
ground,0.0005941770505160093
groups,0.0005941770505160093
growing,0.0023767082020640373
guarantees,0.0011883541010320187
guard,0.003565062303096056
guilty,0.0005941770505160093
hacking,0.001782531151548028
hamburg,0.0011883541010320187
happening,0.0005941770505160093
hardest,0.0023767082020640373
has,0.005347593687474728
have,0.0023767082020640373
he,0.0005941770505160093
heart,0.0005941770505160093
helping,0.0029708852525800467
her,0.0005941770505160093
hindu,0.0011883541010320187
his,0.001782531151548028
history,0.0005941770505160093
hit,0.0005941770505160093
hits,0.0011883541010320187
hold,0.0011883541010320187
home,0.001782531151548028
honduras,0.0005941770505160093
hoping,0.0005941770505160093
horrible,0.0005941770505160093
hospital,0.0005941770505160093
hotel,0.0011883541010320187
hurt,0.0005941770505160093
identity,0.0005941770505160093
il,0.0005941770505160093
illegitimate,0.0023767082020640373
images,0.004753416404128075
imam,0.0023767082020640373
in,0.008912655524909496
including,0.0005941770505160093
india,0.0023767082020640373
indian,0.0005941770505160093
injured,0.0005941770505160093
ins,0.0011883541010320187
inspired,0.0011883541010320187
intel,0.003565062303096056
internet,0.0005941770505160093
into,0.005347593687474728
introduce,0.0011883541010320187
investigation,0.0011883541010320187
investigations,0.0005941770505160093
iran,0.0023767082020640373
irish,0.0005941770505160093
is,0.0011883541010320187
isis,0.0005941770505160093
islam,0.0005941770505160093
island,0.0005941770505160093
israeli,0.0005941770505160093
israelis,0.0011883541010320187
it,0.003565062303096056
its,0.0005941770505160093
jacqui,0.0005941770505160093
jail,0.003565062303096056
jailed,0.0005941770505160093
job,0.0023767082020640373
journalist,0.0005941770505160093
judge,0.0005941770505160093
junk,0.0005941770505160093
just,0.001782531151548028
keeping,0.0011883541010320187
kenya,0.0005941770505160093
killed,0.001782531151548028
kilometres,0.0005941770505160093
korean,0.001782531151548028
lady,0.0005941770505160093
land,0.004753416404128075
large,0.0005941770505160093
largest,0.0005941770505160093
last,0.0005941770505160093
later,0.0005941770505160093
launched,0.0005941770505160093
law,0.0005941770505160093
lawsuit,0.0005941770505160093
leader,0.001782531151548028
learn,0.0005941770505160093
least,0.0029708852525800467
left,0.0005941770505160093
lgbt,0.0005941770505160093
liberal,0.003565062303096056
libya,0.0005941770505160093
libyan,0.0011883541010320187
lie,0.005347593687474728
life,0.0011883541010320187
light,0.0005941770505160093
like,0.0005941770505160093
lived,0.001782531151548028
london,0.007724301889538765
losses,0.0005941770505160093
love,0.0023767082020640373
loved,0.0005941770505160093
machines,0.0005941770505160093
make,0.0011883541010320187
many,0.0005941770505160093
marked,0.0005941770505160093
mars,0.0005941770505160093
massacre,0.0029708852525800467
may,0.004159239586442709
mayans,0.0005941770505160093
media,0.0005941770505160093
meltdown,0.0011883541010320187
members,0.0011883541010320187
mexico,0.0005941770505160093
michelangelo,0.0023767082020640373
middle,0.0011883541010320187
might,0.001782531151548028
mines,0.0029708852525800467
minimum,0.0011883541010320187
minister,0.0029708852525800467
missing,0.0011883541010320187
mobs,0.0011883541010320187
modern,0.0005941770505160093
more,0.0011883541010320187
morning,0.004159239586442709
morsi,0.0023767082020640373
moscow,0.0005941770505160093
mosquitoes,0.0023767082020640373
most,0.001782531151548028
mp,0.0005941770505160093
mubarak,0.0005941770505160093
mumbai,0.0005941770505160093
muslim,0.0011883541010320187
my,0.0005941770505160093
national,0.0011883541010320187
nations,0.0005941770505160093
needs,0.0005941770505160093
nigeria,0.0005941770505160093
nigerian,0.003565062303096056
no,0.0011883541010320187
north,0.0011883541010320187
norway,0.0005941770505160093
not,0.001782531151548028
now,0.006535947788506746
nuclear,0.0023767082020640373
number,0.0005941770505160093
numbers,0.005347593687474728
obama,0.0011883541010320187
of,0.0005941770505160093
off,0.0005941770505160093
officials,0.0023767082020640373
olive,0.004159239586442709
on,0.001782531151548028
one,0.0023767082020640373
only,0.0005941770505160093
other,0.0011883541010320187
outbreak,0.001782531151548028
over,0.0011883541010320187
pakistan,0.0005941770505160093
party,0.0011883541010320187
people,0.007724301889538765
personal,0.0005941770505160093
photograph,0.0011883541010320187
photos,0.0005941770505160093
pic,0.0011883541010320187
pictures,0.003565062303096056
pinochet,0.001782531151548028
pirates,0.0005941770505160093
pissed,0.0005941770505160093
planning,0.0005941770505160093
plans,0.0005941770505160093
poland,0.0005941770505160093
police,0.0023767082020640373
policy,0.001782531151548028
polio,0.0005941770505160093
political,0.0011883541010320187
poppy,0.001782531151548028
pornography,0.0005941770505160093
possible,0.001782531151548028
power,0.0029708852525800467
president,0.005941770505160093
pretty,0.0029708852525800467
prisoners,0.001782531151548028
private,0.0011883541010320187
pro,0.001782531151548028
project,0.0005941770505160093
projectiles,0.0005941770505160093
propaganda,0.0005941770505160093
proposed,0.001782531151548028
protection,0.001782531151548028
protest,0.0011883541010320187
protesters,0.0011883541010320187
public,0.001782531151548028
punishable,0.0005941770505160093
qatar,0.001782531151548028
ransom,0.0023767082020640373
raped,0.004159239586442709
rate,0.001782531151548028
reaching,0.001782531151548028
reactor,0.001782531151548028
real,0.0029708852525800467
realities,0.001782531151548028
rebels,0.0005941770505160093
received,0.0005941770505160093
reduced,0.001782531151548028
referendum,0.0011883541010320187
relations,0.0005941770505160093
repeal,0.0011883541010320187
report,0.0023767082020640373
researchers,0.0005941770505160093
return,0.004753416404128075
revolution,0.0023767082020640373
richard,0.0005941770505160093
ride,0.001782531151548028
rights,0.0005941770505160093
riot,0.0011883541010320187
road,0.0005941770505160093
robert,0.0005941770505160093
rohingya,0.004753416404128075
russia,0.0011883541010320187
russian,0.0023767082020640373
safe,0.0023767082020640373
same,0.0005941770505160093
saved,0.0023767082020640373
saves,0.005347593687474728
say,0.0011883541010320187
says,0.0005941770505160093
scheme,0.0005941770505160093
schools,0.0005941770505160093
scientists,0.0005941770505160093
seat,0.0005941770505160093
secretary,0.0005941770505160093
see,0.0005941770505160093
seen,0.004753416404128075
senate,0.0005941770505160093
sent,0.001782531151548028
sentenced,0.0005941770505160093
series,0.0005941770505160093
serves,0.0005941770505160093
set,0.0005941770505160093
sex,0.0011883541010320187
sexual,0.0005941770505160093
she,0.0011883541010320187
shifting,0.001782531151548028
ships,0.0005941770505160093
should,0.004159239586442709
showing,0.0029708852525800467
sick,0.004753416404128075
siege,0.0005941770505160093
simply,0.0005941770505160093
since,0.0005941770505160093
single,0.0005941770505160093
sinking,0.0005941770505160093
six,0.0005941770505160093
slaughtered,0.0023767082020640373
sleeping,0.0005941770505160093
snowden,0.003565062303096056
soil,0.0011883541010320187
somali,0.0005941770505160093
somalia,0.0005941770505160093
source,0.003565062303096056
south,0.001782531151548028
space,0.001782531151548028
speaks,0.0005941770505160093
special,0.0011883541010320187
spent,0.0005941770505160093
spirals,0.0005941770505160093
stability,0.0011883541010320187
started,0.0005941770505160093
starting,0.0005941770505160093
statehood,0.004753416404128075
stay,0.0005941770505160093
stem,0.001782531151548028
stone,0.003565062303096056
stood,0.0005941770505160093
strain,0.001782531151548028
student,0.001782531151548028
style,0.0005941770505160093
such,0.001782531151548028
supports,0.0005941770505160093
suspicious,0.0011883541010320187
sworn,0.001782531151548028
syria,0.0029708852525800467
syrian,0.004753416404128075
system,0.0005941770505160093
take,0.0011883541010320187
tea,0.0011883541010320187
team,0.0005941770505160093
technology,0.001782531151548028
television,0.0005941770505160093
tells,0.0005941770505160093
territory,0.0023767082020640373
terrorists,0.001782531151548028
tests,0.0005941770505160093
thailand,0.0029708852525800467
that,0.005941770505160093
the,0.004159239586442709
their,0.0005941770505160093
there,0.0005941770505160093
they,0.0023767082020640373
thing,0.0005941770505160093
think,0.0005941770505160093
this,0.001782531151548028
those,0.0005941770505160093
threat,0.0011883541010320187
through,0.0011883541010320187
ties,0.0005941770505160093
tires,0.0005941770505160093
to,0.016636958345770836
tomorrow,0.0005941770505160093
too,0.0005941770505160093
toronto,0.0011883541010320187
torture,0.0023767082020640373
tragedy,0.0011883541010320187
troops,0.0011883541010320187
tsunami,0.0005941770505160093
twice,0.0011883541010320187
uk,0.0005941770505160093
ukraine,0.006535947788506746
ukrainian,0.0005941770505160093
un,0.0011883541010320187
under,0.0005941770505160093
undermine,0.001782531151548028
unemployment,0.0011883541010320187
union,0.0011883541010320187
united,0.0005941770505160093
us,0.001782531151548028
used,0.0005941770505160093
utter,0.0005941770505160093
vehicle,0.0029708852525800467
vid,0.0023767082020640373
violations,0.003565062303096056
voters,0.0005941770505160093
want,0.0005941770505160093
war,0.0011883541010320187
was,0.0023767082020640373
we,0.0005941770505160093
week,0.0005941770505160093
were,0.0005941770505160093
what,0.0023767082020640373
when,0.0029708852525800467
where,0.0011883541010320187
which,0.0005941770505160093
while,0.0023767082020640373
white,0.0023767082020640373
who,0.003565062303096056
why,0.0011883541010320187
wikileaks,0.0023767082020640373
will,0.001782531151548028
win,0.0023767082020640373
wing,0.0005941770505160093
with,0.001782531151548028
wives,0.0005941770505160093
words,0.0011883541010320187
worker,0.0005941770505160093
workers,0.0005941770505160093
would,0.001782531151548028
wtf,0.0011883541010320187
year,0.0023767082020640373
years,0.0005941770505160093
you,0.004159239586442709
young,0.0005941770505160093
zardari,0.0011883541010320187
zimbabwe,0.0023767082020640373
